"","date","dji"
"2374",1905-11-09,81.56
"2375",1905-11-10,82.57
"2376",1905-11-13,80.83
"2377",1905-11-14,81.67
"2378",1905-11-15,82.77
"2379",1905-11-16,82.47
"2380",1905-11-17,84.19
"2381",1905-11-20,85.22
"2382",1905-11-21,85.84
"2383",1905-11-22,86.11
"2384",1905-11-23,85.93
"2385",1905-11-24,85.81
"2386",1905-11-27,89.43
"2387",1905-11-28,89.77
"2388",1905-11-29,89.89
"2389",1905-12-01,89.62
"2390",1905-12-04,89.56
"2391",1905-12-05,90.82
"2392",1905-12-06,90.91
"2393",1905-12-07,92.37
"2394",1905-12-08,93.2
"2395",1905-12-11,93.59
"2396",1905-12-12,95.13
"2397",1905-12-13,95.68
"2398",1905-12-14,95.47
"2399",1905-12-15,96.05
"2400",1905-12-18,95.71
"2401",1905-12-19,95.64
"2402",1905-12-20,94.61
"2403",1905-12-21,94.2
"2404",1905-12-22,94.43
"2405",1905-12-26,95.84
"2406",1905-12-27,94.04
"2407",1905-12-28,95.37
"2408",1905-12-29,96.56
"2409",1906-01-02,95
"2410",1906-01-03,95.63
"2411",1906-01-04,94.44
"2412",1906-01-05,96.09
"2413",1906-01-08,98.03
"2414",1906-01-09,97.85
"2415",1906-01-10,98.09
"2416",1906-01-11,99.06
"2417",1906-01-12,100.25
"2418",1906-01-15,100.8
"2419",1906-01-16,100.81
"2420",1906-01-17,101.67
"2421",1906-01-18,102.26
"2422",1906-01-19,103
"2423",1906-01-22,102.37
"2424",1906-01-23,102.5
"2425",1906-01-24,102.53
"2426",1906-01-25,102.66
"2427",1906-01-26,102.9
"2428",1906-01-29,99.32
"2429",1906-01-30,98.31
"2430",1906-01-31,100.69
"2431",1906-02-01,101.55
"2432",1906-02-02,101.71
"2433",1906-02-05,100.05
"2434",1906-02-06,100.39
"2435",1906-02-07,99.6
"2436",1906-02-08,99.5
"2437",1906-02-09,99.93
"2438",1906-02-13,100.08
"2439",1906-02-14,99.27
"2440",1906-02-15,97.88
"2441",1906-02-16,97.31
"2442",1906-02-19,97.31
"2443",1906-02-20,97.07
"2444",1906-02-21,96.25
"2445",1906-02-23,96.76
"2446",1906-02-26,97.38
"2447",1906-02-27,96.44
"2448",1906-02-28,93.94
"2449",1906-03-01,93.83
"2450",1906-03-02,93.86
"2451",1906-03-05,92.9
"2452",1906-03-06,94
"2453",1906-03-07,94.09
"2454",1906-03-08,94.69
"2455",1906-03-09,96.43
"2456",1906-03-12,96.4
"2457",1906-03-13,96.96
"2458",1906-03-14,96.44
"2459",1906-03-15,95.79
"2460",1906-03-16,95.33
"2461",1906-03-19,93.05
"2462",1906-03-20,94.35
"2463",1906-03-21,94.38
"2464",1906-03-22,94.96
"2465",1906-03-23,95.06
"2466",1906-03-26,96.25
"2467",1906-03-27,95.82
"2468",1906-03-28,96.64
"2469",1906-03-29,96.43
"2470",1906-03-30,96.6
"2471",1906-04-02,97.84
"2472",1906-04-03,98.19
"2473",1906-04-04,97.48
"2474",1906-04-05,97
"2475",1906-04-06,97.09
"2476",1906-04-09,95.93
"2477",1906-04-10,95.05
"2478",1906-04-11,96.44
"2479",1906-04-12,96.02
"2480",1906-04-13,96.51
"2481",1906-04-16,97.01
"2482",1906-04-17,96.84
"2483",1906-04-18,95.67
"2484",1906-04-19,94.23
"2485",1906-04-20,95.29
"2486",1906-04-23,93.46
"2487",1906-04-24,93.6
"2488",1906-04-25,93.02
"2489",1906-04-26,92.44
"2490",1906-04-27,89.92
"2491",1906-04-30,90.53
"2492",1906-05-01,88.03
"2493",1906-05-02,87.16
"2494",1906-05-03,86.45
"2495",1906-05-04,89.08
"2496",1906-05-07,90.78
"2497",1906-05-08,92.08
"2498",1906-05-09,92.86
"2499",1906-05-10,93.21
"2500",1906-05-11,93.41
"2501",1906-05-14,92.8
"2502",1906-05-15,93.06
"2503",1906-05-16,93.77
"2504",1906-05-17,93.05
"2505",1906-05-18,92.75
"2506",1906-05-21,92.2
"2507",1906-05-22,92.15
"2508",1906-05-23,92.16
"2509",1906-05-24,92.76
"2510",1906-05-25,93.42
"2511",1906-05-26,93.15
"2512",1906-05-28,93.29
"2513",1906-05-29,93.69
"2514",1906-05-31,93.75
"2515",1906-06-01,94.01
"2516",1906-06-04,95.19
"2517",1906-06-05,95.04
"2518",1906-06-06,95.21
"2519",1906-06-07,95.12
"2520",1906-06-08,94.5
"2521",1906-06-11,94.38
"2522",1906-06-12,94.1
"2523",1906-06-13,93.63
"2524",1906-06-14,92.91
"2525",1906-06-15,92.25
"2526",1906-06-18,90.66
"2527",1906-06-19,91.43
"2528",1906-06-20,92
"2529",1906-06-21,90.55
"2530",1906-06-22,90.95
"2531",1906-06-25,89.02
"2532",1906-06-26,89.38
"2533",1906-06-27,87.71
"2534",1906-06-28,88.7
"2535",1906-06-29,87.29
"2536",1906-07-02,86.12
"2537",1906-07-03,86.64
"2538",1906-07-05,86.58
"2539",1906-07-06,87.79
"2540",1906-07-09,87.87
"2541",1906-07-10,87.26
"2542",1906-07-11,86.37
"2543",1906-07-12,85.7
"2544",1906-07-13,85.18
"2545",1906-07-16,86.45
"2546",1906-07-17,86.91
"2547",1906-07-18,86.54
"2548",1906-07-19,87.21
"2549",1906-07-20,88.12
"2550",1906-07-23,88.59
"2551",1906-07-24,88.12
"2552",1906-07-25,89.59
"2553",1906-07-26,90.03
"2554",1906-07-27,91.41
"2555",1906-07-30,91.72
"2556",1906-07-31,92.41
"2557",1906-08-01,93.72
"2558",1906-08-02,93.37
"2559",1906-08-03,92.44
"2560",1906-08-06,92.85
"2561",1906-08-07,92.97
"2562",1906-08-08,92.1
"2563",1906-08-09,91.7
"2564",1906-08-10,91.92
"2565",1906-08-13,92.53
"2566",1906-08-14,92.7
"2567",1906-08-15,92.94
"2568",1906-08-16,92.59
"2569",1906-08-17,93.38
"2570",1906-08-20,95.96
"2571",1906-08-21,95.6
"2572",1906-08-22,95.09
"2573",1906-08-23,95.36
"2574",1906-08-24,96.07
"2575",1906-08-27,95.19
"2576",1906-08-28,94.01
"2577",1906-08-29,94.89
"2578",1906-08-30,94.31
"2579",1906-08-31,94.01
"2580",1906-09-04,93.31
"2581",1906-09-05,93.77
"2582",1906-09-06,94.63
"2583",1906-09-07,94.22
"2584",1906-09-10,94.55
"2585",1906-09-11,93.53
"2586",1906-09-12,95.38
"2587",1906-09-13,95.27
"2588",1906-09-14,95.89
"2589",1906-09-17,95.63
"2590",1906-09-18,95.84
"2591",1906-09-19,95.47
"2592",1906-09-20,96.07
"2593",1906-09-21,96
"2594",1906-09-24,95.92
"2595",1906-09-25,94.68
"2596",1906-09-26,94.82
"2597",1906-09-27,94.77
"2598",1906-09-28,94.98
"2599",1906-10-01,95.77
"2600",1906-10-02,95.42
"2601",1906-10-03,95.22
"2602",1906-10-04,94.66
"2603",1906-10-05,95.48
"2604",1906-10-08,96.53
"2605",1906-10-09,96.75
"2606",1906-10-10,96.51
"2607",1906-10-11,96.65
"2608",1906-10-12,96.58
"2609",1906-10-15,95.78
"2610",1906-10-16,96.14
"2611",1906-10-17,95.78
"2612",1906-10-18,95.65
"2613",1906-10-19,94.77
"2614",1906-10-22,94.58
"2615",1906-10-23,94.47
"2616",1906-10-24,93.85
"2617",1906-10-25,93.12
"2618",1906-10-26,93.16
"2619",1906-10-29,93.85
"2620",1906-10-30,93.68
"2621",1906-10-31,92.91
"2622",1906-11-01,93.8
"2623",1906-11-02,94.28
"2624",1906-11-05,94.6
"2625",1906-11-07,93.93
"2626",1906-11-08,93.58
"2627",1906-11-09,93.37
"2628",1906-11-12,92.38
"2629",1906-11-13,93.06
"2630",1906-11-14,94.01
"2631",1906-11-15,94.25
"2632",1906-11-16,94.76
"2633",1906-11-19,94.92
"2634",1906-11-20,95.04
"2635",1906-11-21,95.32
"2636",1906-11-22,95.25
"2637",1906-11-23,95.33
"2638",1906-11-26,94.77
"2639",1906-11-27,95.05
"2640",1906-11-28,95.27
"2641",1906-11-30,95.12
"2642",1906-12-03,95.35
"2643",1906-12-04,95.23
"2644",1906-12-05,95.27
"2645",1906-12-06,94.82
"2646",1906-12-07,95.3
"2647",1906-12-10,95.58
"2648",1906-12-11,95.89
"2649",1906-12-12,95.36
"2650",1906-12-13,94.1
"2651",1906-12-14,94.82
"2652",1906-12-17,94.5
"2653",1906-12-18,93.54
"2654",1906-12-19,93.11
"2655",1906-12-20,93.81
"2656",1906-12-21,94.59
"2657",1906-12-24,92.94
"2658",1906-12-26,93.13
"2659",1906-12-27,94.34
"2660",1906-12-28,94.28
"2661",1906-12-31,94.35
"2662",1907-01-02,94.25
"2663",1907-01-03,94.35
"2664",1907-01-04,95.98
"2665",1907-01-07,96.37
"2666",1907-01-08,95.65
"2667",1907-01-09,96.07
"2668",1907-01-10,95.89
"2669",1907-01-11,95.53
"2670",1907-01-14,95.58
"2671",1907-01-15,95.36
"2672",1907-01-16,94.41
"2673",1907-01-17,94.34
"2674",1907-01-18,92.62
"2675",1907-01-21,93.28
"2676",1907-01-22,93.66
"2677",1907-01-23,93.9
"2678",1907-01-24,94.03
"2679",1907-01-25,93
"2680",1907-01-28,91.89
"2681",1907-01-29,91.76
"2682",1907-01-30,90.77
"2683",1907-01-31,91.7
"2684",1907-02-01,90.59
"2685",1907-02-04,90.5
"2686",1907-02-05,91.6
"2687",1907-02-06,91.45
"2688",1907-02-07,92.35
"2689",1907-02-08,92.46
"2690",1907-02-11,92.94
"2691",1907-02-13,93.39
"2692",1907-02-14,92.73
"2693",1907-02-15,93.07
"2694",1907-02-18,92.81
"2695",1907-02-19,92.28
"2696",1907-02-20,92.11
"2697",1907-02-21,91.87
"2698",1907-02-25,90.33
"2699",1907-02-26,90.61
"2700",1907-02-27,89.75
"2701",1907-02-28,90.54
"2702",1907-03-01,90.12
"2703",1907-03-04,88
"2704",1907-03-05,86.44
"2705",1907-03-06,87.28
"2706",1907-03-07,86.52
"2707",1907-03-08,85.21
"2708",1907-03-11,85.7
"2709",1907-03-12,86.53
"2710",1907-03-13,83.12
"2711",1907-03-14,76.23
"2712",1907-03-15,81.33
"2713",1907-03-18,82.13
"2714",1907-03-19,81.55
"2715",1907-03-20,80.94
"2716",1907-03-21,81.97
"2717",1907-03-22,80.4
"2718",1907-03-25,75.39
"2719",1907-03-26,77.78
"2720",1907-03-27,77.39
"2721",1907-03-28,78.21
"2722",1907-03-29,80.15
"2723",1907-04-01,82.3
"2724",1907-04-02,81.84
"2725",1907-04-03,81.94
"2726",1907-04-04,83.13
"2727",1907-04-05,83.96
"2728",1907-04-08,84.36
"2729",1907-04-09,84.7
"2730",1907-04-10,84.78
"2731",1907-04-11,84.19
"2732",1907-04-12,83.85
"2733",1907-04-15,81.4
"2734",1907-04-16,82.84
"2735",1907-04-17,82.89
"2736",1907-04-18,83.07
"2737",1907-04-19,83.11
"2738",1907-04-22,84.8
"2739",1907-04-23,84.63
"2740",1907-04-24,83.94
"2741",1907-04-25,83.88
"2742",1907-04-26,83.51
"2743",1907-04-29,84.37
"2744",1907-04-30,84.3
"2745",1907-05-01,83.87
"2746",1907-05-02,84.57
"2747",1907-05-03,85.02
"2748",1907-05-06,84.31
"2749",1907-05-07,83.54
"2750",1907-05-08,83.48
"2751",1907-05-09,83.28
"2752",1907-05-10,83.06
"2753",1907-05-13,83.56
"2754",1907-05-14,83.42
"2755",1907-05-15,83.84
"2756",1907-05-16,83.42
"2757",1907-05-17,83.1
"2758",1907-05-20,80.79
"2759",1907-05-21,78.77
"2760",1907-05-22,79.33
"2761",1907-05-23,79.04
"2762",1907-05-24,79.45
"2763",1907-05-27,77.3
"2764",1907-05-28,77.32
"2765",1907-05-29,78.27
"2766",1907-05-31,78.1
"2767",1907-06-03,77.4
"2768",1907-06-04,79.11
"2769",1907-06-05,78.62
"2770",1907-06-06,78.83
"2771",1907-06-07,79.35
"2772",1907-06-10,79.95
"2773",1907-06-11,79.15
"2774",1907-06-12,79.07
"2775",1907-06-13,78.62
"2776",1907-06-14,78.01
"2777",1907-06-17,77.9
"2778",1907-06-18,78.11
"2779",1907-06-19,78.09
"2780",1907-06-20,77.86
"2781",1907-06-21,77.43
"2782",1907-06-24,77.93
"2783",1907-06-25,79.53
"2784",1907-06-26,79.44
"2785",1907-06-27,80.22
"2786",1907-06-28,80
"2787",1907-07-01,81.27
"2788",1907-07-02,80.9
"2789",1907-07-03,81.38
"2790",1907-07-05,81.85
"2791",1907-07-08,82.52
"2792",1907-07-09,81.57
"2793",1907-07-10,80.64
"2794",1907-07-11,80.61
"2795",1907-07-12,80.71
"2796",1907-07-15,81.2
"2797",1907-07-16,81.51
"2798",1907-07-17,80.4
"2799",1907-07-18,80.77
"2800",1907-07-19,81.16
"2801",1907-07-22,81.11
"2802",1907-07-23,80.98
"2803",1907-07-24,81.32
"2804",1907-07-25,81.11
"2805",1907-07-26,81.25
"2806",1907-07-29,80.1
"2807",1907-07-30,79.86
"2808",1907-07-31,78.87
"2809",1907-08-01,78.36
"2810",1907-08-02,78.87
"2811",1907-08-05,77.41
"2812",1907-08-06,76.55
"2813",1907-08-07,74.91
"2814",1907-08-08,75.29
"2815",1907-08-09,74.72
"2816",1907-08-12,71.18
"2817",1907-08-13,72.37
"2818",1907-08-14,69.63
"2819",1907-08-15,70.32
"2820",1907-08-16,69.29
"2821",1907-08-19,69.5
"2822",1907-08-20,70.01
"2823",1907-08-21,69.25
"2824",1907-08-22,70.37
"2825",1907-08-23,69.27
"2826",1907-08-26,70.43
"2827",1907-08-27,70.27
"2828",1907-08-28,70.97
"2829",1907-08-29,71.18
"2830",1907-08-30,72.28
"2831",1907-09-03,73.51
"2832",1907-09-04,72.74
"2833",1907-09-05,73.59
"2834",1907-09-06,73.89
"2835",1907-09-09,73.44
"2836",1907-09-10,71.68
"2837",1907-09-11,70.96
"2838",1907-09-12,69.86
"2839",1907-09-13,69.69
"2840",1907-09-16,68.14
"2841",1907-09-17,69.17
"2842",1907-09-18,69.05
"2843",1907-09-19,69.8
"2844",1907-09-20,70.1
"2845",1907-09-23,69.53
"2846",1907-09-24,69.82
"2847",1907-09-25,69.43
"2848",1907-09-26,69.01
"2849",1907-09-27,67.72
"2850",1907-09-30,67.72
"2851",1907-10-01,67.95
"2852",1907-10-02,67.62
"2853",1907-10-03,67.94
"2854",1907-10-04,67.76
"2855",1907-10-07,67.56
"2856",1907-10-08,67.05
"2857",1907-10-09,65.51
"2858",1907-10-10,65.5
"2859",1907-10-11,63.51
"2860",1907-10-14,62.14
"2861",1907-10-15,62.09
"2862",1907-10-16,60.46
"2863",1907-10-17,60.53
"2864",1907-10-18,59.13
"2865",1907-10-21,60.81
"2866",1907-10-22,59.11
"2867",1907-10-23,58.21
"2868",1907-10-24,58.18
"2869",1907-10-25,58.3
"2870",1907-10-28,58.13
"2871",1907-10-29,57.23
"2872",1907-10-30,58.42
"2873",1907-10-31,57.7
"2874",1907-11-01,57.56
"2875",1907-11-04,58.48
"2876",1907-11-06,57.75
"2877",1907-11-07,56.39
"2878",1907-11-08,56.68
"2879",1907-11-11,56.88
"2880",1907-11-12,55.87
"2881",1907-11-13,55.37
"2882",1907-11-14,54.36
"2883",1907-11-15,53
"2884",1907-11-18,55.05
"2885",1907-11-19,53.45
"2886",1907-11-20,53.18
"2887",1907-11-21,53.27
"2888",1907-11-22,53.08
"2889",1907-11-25,53.63
"2890",1907-11-26,55.05
"2891",1907-11-27,55.55
"2892",1907-11-29,57.51
"2893",1907-12-02,60.14
"2894",1907-12-03,59.47
"2895",1907-12-04,60.11
"2896",1907-12-05,61.16
"2897",1907-12-06,61.77
"2898",1907-12-09,59.72
"2899",1907-12-10,58.51
"2900",1907-12-11,58.22
"2901",1907-12-12,58.17
"2902",1907-12-13,57.29
"2903",1907-12-16,57.03
"2904",1907-12-17,56.85
"2905",1907-12-18,57.71
"2906",1907-12-19,58.08
"2907",1907-12-20,58.98
"2908",1907-12-23,58.21
"2909",1907-12-24,58
"2910",1907-12-26,57.6
"2911",1907-12-27,58.65
"2912",1907-12-30,59.47
"2913",1907-12-31,58.75
"2914",1908-01-02,59.61
"2915",1908-01-03,60.62
"2916",1908-01-06,61.75
"2917",1908-01-07,61.42
"2918",1908-01-08,61.75
"2919",1908-01-09,63.5
"2920",1908-01-10,63.01
"2921",1908-01-13,64.98
"2922",1908-01-14,65.84
"2923",1908-01-15,65.44
"2924",1908-01-16,64.19
"2925",1908-01-17,64.53
"2926",1908-01-20,63.19
"2927",1908-01-21,63.21
"2928",1908-01-22,62.1
"2929",1908-01-23,61.44
"2930",1908-01-24,61.31
"2931",1908-01-27,62.06
"2932",1908-01-28,62.53
"2933",1908-01-29,62.08
"2934",1908-01-30,62.32
"2935",1908-01-31,62.7
"2936",1908-02-03,61.82
"2937",1908-02-04,62.14
"2938",1908-02-05,61.02
"2939",1908-02-06,61.15
"2940",1908-02-07,60.77
"2941",1908-02-10,58.8
"2942",1908-02-11,59.11
"2943",1908-02-13,58.62
"2944",1908-02-14,59.73
"2945",1908-02-17,58.88
"2946",1908-02-18,58.84
"2947",1908-02-19,59.08
"2948",1908-02-20,59.68
"2949",1908-02-21,60.2
"2950",1908-02-24,60
"2951",1908-02-25,59.92
"2952",1908-02-26,59.98
"2953",1908-02-27,60.16
"2954",1908-02-28,61.07
"2955",1908-03-02,61.09
"2956",1908-03-03,60.97
"2957",1908-03-04,61.19
"2958",1908-03-05,61.29
"2959",1908-03-06,61.68
"2960",1908-03-09,63.66
"2961",1908-03-10,63.5
"2962",1908-03-11,63.87
"2963",1908-03-12,64.13
"2964",1908-03-13,65.15
"2965",1908-03-16,65.23
"2966",1908-03-17,65.78
"2967",1908-03-18,65.07
"2968",1908-03-19,65.77
"2969",1908-03-20,66.41
"2970",1908-03-23,68.32
"2971",1908-03-24,69.08
"2972",1908-03-25,69.92
"2973",1908-03-26,69.43
"2974",1908-03-27,69.78
"2975",1908-03-30,68.64
"2976",1908-03-31,67.51
"2977",1908-04-01,67.84
"2978",1908-04-02,67.82
"2979",1908-04-03,67.22
"2980",1908-04-06,67.04
"2981",1908-04-07,67.48
"2982",1908-04-08,67.81
"2983",1908-04-09,68.64
"2984",1908-04-10,68.76
"2985",1908-04-13,68.17
"2986",1908-04-14,68.52
"2987",1908-04-15,68.01
"2988",1908-04-16,68.44
"2989",1908-04-20,67.94
"2990",1908-04-21,68.32
"2991",1908-04-22,68.38
"2992",1908-04-23,69.1
"2993",1908-04-24,70.01
"2994",1908-04-27,69.8
"2995",1908-04-28,70.23
"2996",1908-04-29,70.29
"2997",1908-04-30,69.55
"2998",1908-05-01,69.92
"2999",1908-05-04,69.78
"3000",1908-05-05,70.62
"3001",1908-05-06,71.09
"3002",1908-05-07,70.91
"3003",1908-05-08,71.26
"3004",1908-05-11,72.47
"3005",1908-05-12,72.3
"3006",1908-05-13,73.09
"3007",1908-05-14,73.95
"3008",1908-05-15,74.38
"3009",1908-05-18,75.12
"3010",1908-05-19,73.78
"3011",1908-05-20,73.83
"3012",1908-05-21,74.21
"3013",1908-05-22,73.73
"3014",1908-05-25,73.04
"3015",1908-05-26,72.4
"3016",1908-05-27,72.64
"3017",1908-05-28,72.15
"3018",1908-05-29,72.76
"3019",1908-06-01,74.38
"3020",1908-06-02,74.03
"3021",1908-06-03,73.89
"3022",1908-06-04,72.66
"3023",1908-06-05,73.16
"3024",1908-06-08,73.38
"3025",1908-06-09,72.91
"3026",1908-06-10,73.4
"3027",1908-06-11,73.42
"3028",1908-06-12,72.82
"3029",1908-06-15,72.93
"3030",1908-06-16,73.48
"3031",1908-06-17,73.12
"3032",1908-06-18,73.55
"3033",1908-06-19,72.65
"3034",1908-06-22,71.71
"3035",1908-06-23,71.7
"3036",1908-06-24,71.9
"3037",1908-06-25,72.33
"3038",1908-06-26,72.34
"3039",1908-06-29,72.91
"3040",1908-06-30,72.59
"3041",1908-07-01,72.76
"3042",1908-07-02,72.87
"3043",1908-07-03,73.12
"3044",1908-07-06,74.5
"3045",1908-07-07,74.84
"3046",1908-07-08,75.83
"3047",1908-07-09,76.37
"3048",1908-07-10,75.63
"3049",1908-07-13,76.06
"3050",1908-07-14,76.87
"3051",1908-07-15,76.72
"3052",1908-07-16,76.81
"3053",1908-07-17,77.08
"3054",1908-07-20,78.75
"3055",1908-07-21,78.62
"3056",1908-07-22,79.13
"3057",1908-07-23,79.56
"3058",1908-07-24,78.55
"3059",1908-07-27,79.1
"3060",1908-07-28,79.36
"3061",1908-07-29,79.46
"3062",1908-07-30,79.61
"3063",1908-07-31,80.34
"3064",1908-08-03,81.07
"3065",1908-08-04,82.13
"3066",1908-08-05,82.07
"3067",1908-08-06,83.8
"3068",1908-08-07,84.46
"3069",1908-08-10,85.4
"3070",1908-08-11,84.43
"3071",1908-08-12,84.69
"3072",1908-08-13,83.71
"3073",1908-08-14,82.08
"3074",1908-08-17,82.61
"3075",1908-08-18,83
"3076",1908-08-19,82.51
"3077",1908-08-20,82.57
"3078",1908-08-21,82.15
"3079",1908-08-24,81.91
"3080",1908-08-25,82.03
"3081",1908-08-26,82.65
"3082",1908-08-27,83.84
"3083",1908-08-28,84.1
"3084",1908-08-31,84.66
"3085",1908-09-01,84.55
"3086",1908-09-02,83.76
"3087",1908-09-03,82.57
"3088",1908-09-04,83.55
"3089",1908-09-08,83.67
"3090",1908-09-09,83.61
"3091",1908-09-10,82.95
"3092",1908-09-11,82
"3093",1908-09-14,82.48
"3094",1908-09-15,81.42
"3095",1908-09-16,80.21
"3096",1908-09-17,79
"3097",1908-09-18,79.85
"3098",1908-09-21,77.68
"3099",1908-09-22,77.07
"3100",1908-09-23,78.87
"3101",1908-09-24,79.59
"3102",1908-09-25,80.19
"3103",1908-09-28,79.58
"3104",1908-09-29,79.23
"3105",1908-09-30,79.93
"3106",1908-10-01,79.5
"3107",1908-10-02,80.53
"3108",1908-10-05,80.56
"3109",1908-10-06,80.93
"3110",1908-10-07,81.33
"3111",1908-10-08,80.68
"3112",1908-10-09,80.64
"3113",1908-10-12,81.49
"3114",1908-10-13,81.21
"3115",1908-10-14,81.54
"3116",1908-10-15,81.65
"3117",1908-10-16,81.81
"3118",1908-10-19,81.26
"3119",1908-10-20,82.21
"3120",1908-10-21,82.82
"3121",1908-10-22,82.83
"3122",1908-10-23,82.44
"3123",1908-10-26,82.22
"3124",1908-10-27,83.55
"3125",1908-10-28,82.72
"3126",1908-10-29,83.15
"3127",1908-10-30,82.92
"3128",1908-11-02,82.9
"3129",1908-11-04,84.87
"3130",1908-11-05,85.81
"3131",1908-11-06,87.28
"3132",1908-11-09,87.47
"3133",1908-11-10,87.54
"3134",1908-11-11,87.09
"3135",1908-11-12,87.62
"3136",1908-11-13,88.38
"3137",1908-11-16,87.68
"3138",1908-11-17,87.69
"3139",1908-11-18,86.87
"3140",1908-11-19,86.7
"3141",1908-11-20,86.69
"3142",1908-11-23,86.17
"3143",1908-11-24,87.61
"3144",1908-11-25,87.15
"3145",1908-11-27,87.61
"3146",1908-11-30,87.3
"3147",1908-12-01,87.63
"3148",1908-12-02,87.67
"3149",1908-12-03,86.58
"3150",1908-12-04,87.26
"3151",1908-12-07,86.38
"3152",1908-12-08,87.02
"3153",1908-12-09,87.42
"3154",1908-12-10,87.35
"3155",1908-12-11,86.61
"3156",1908-12-14,85.31
"3157",1908-12-15,85.15
"3158",1908-12-16,85.88
"3159",1908-12-17,83.99
"3160",1908-12-18,83.91
"3161",1908-12-21,83.46
"3162",1908-12-22,84.57
"3163",1908-12-23,85.48
"3164",1908-12-24,85.68
"3165",1908-12-28,86.97
"3166",1908-12-29,86.22
"3167",1908-12-30,85.91
"3168",1908-12-31,86.15
"3169",1909-01-04,85.26
"3170",1909-01-05,84.85
"3171",1909-01-06,85.14
"3172",1909-01-07,86.95
"3173",1909-01-08,86.22
"3174",1909-01-11,85.28
"3175",1909-01-12,85.05
"3176",1909-01-13,84.6
"3177",1909-01-14,84.77
"3178",1909-01-15,84.48
"3179",1909-01-18,84.79
"3180",1909-01-19,85.11
"3181",1909-01-20,84.76
"3182",1909-01-21,85.72
"3183",1909-01-22,85.72
"3184",1909-01-25,85.86
"3185",1909-01-26,85.69
"3186",1909-01-27,85.77
"3187",1909-01-28,85.1
"3188",1909-01-29,84.62
"3189",1909-02-01,84.44
"3190",1909-02-02,85.03
"3191",1909-02-03,84.67
"3192",1909-02-04,84.69
"3193",1909-02-05,84.86
"3194",1909-02-08,85.61
"3195",1909-02-09,85.6
"3196",1909-02-10,85.76
"3197",1909-02-11,86.22
"3198",1909-02-15,86.72
"3199",1909-02-16,86.42
"3200",1909-02-17,85.93
"3201",1909-02-18,84.76
"3202",1909-02-19,84.33
"3203",1909-02-23,79.91
"3204",1909-02-24,81.44
"3205",1909-02-25,80.57
"3206",1909-02-26,81.34
"3207",1909-03-01,82.72
"3208",1909-03-02,83.28
"3209",1909-03-03,82.58
"3210",1909-03-04,81.79
"3211",1909-03-05,82.1
"3212",1909-03-08,82.2
"3213",1909-03-09,81.64
"3214",1909-03-10,81.78
"3215",1909-03-11,81.9
"3216",1909-03-12,82.03
"3217",1909-03-15,81.88
"3218",1909-03-16,82.65
"3219",1909-03-17,83.06
"3220",1909-03-18,82.81
"3221",1909-03-19,82.4
"3222",1909-03-22,83.28
"3223",1909-03-23,82.94
"3224",1909-03-24,83.32
"3225",1909-03-25,83.22
"3226",1909-03-26,83.6
"3227",1909-03-29,85.31
"3228",1909-03-30,85.29
"3229",1909-03-31,86.12
"3230",1909-04-01,85.37
"3231",1909-04-02,85.37
"3232",1909-04-05,86.92
"3233",1909-04-06,86.81
"3234",1909-04-07,86.9
"3235",1909-04-08,87.78
"3236",1909-04-12,88.11
"3237",1909-04-13,87.56
"3238",1909-04-14,87.43
"3239",1909-04-15,87.16
"3240",1909-04-16,86.56
"3241",1909-04-19,87.81
"3242",1909-04-20,87.86
"3243",1909-04-21,87.65
"3244",1909-04-22,88.1
"3245",1909-04-23,87.66
"3246",1909-04-26,87.63
"3247",1909-04-27,87.44
"3248",1909-04-28,88.13
"3249",1909-04-29,88.03
"3250",1909-04-30,88.29
"3251",1909-05-03,88.76
"3252",1909-05-04,89.22
"3253",1909-05-05,89.32
"3254",1909-05-06,90.13
"3255",1909-05-07,91.4
"3256",1909-05-10,90.94
"3257",1909-05-11,91.25
"3258",1909-05-12,91.08
"3259",1909-05-13,90.79
"3260",1909-05-14,90.93
"3261",1909-05-17,90.84
"3262",1909-05-18,91.36
"3263",1909-05-19,91.41
"3264",1909-05-20,90.88
"3265",1909-05-21,91.15
"3266",1909-05-24,91.76
"3267",1909-05-25,91.58
"3268",1909-05-26,91.18
"3269",1909-05-27,91.65
"3270",1909-05-28,92.18
"3271",1909-06-01,92.38
"3272",1909-06-02,92.64
"3273",1909-06-03,94.06
"3274",1909-06-04,94.16
"3275",1909-06-07,93.97
"3276",1909-06-08,93.98
"3277",1909-06-09,93.78
"3278",1909-06-10,93.85
"3279",1909-06-11,93.98
"3280",1909-06-14,94.19
"3281",1909-06-15,92.62
"3282",1909-06-16,92.32
"3283",1909-06-17,91.16
"3284",1909-06-18,91.34
"3285",1909-06-21,89.66
"3286",1909-06-22,90.03
"3287",1909-06-23,91.29
"3288",1909-06-24,91.86
"3289",1909-06-25,91.51
"3290",1909-06-28,91.59
"3291",1909-06-29,92.82
"3292",1909-06-30,92.28
"3293",1909-07-01,92.95
"3294",1909-07-02,93.14
"3295",1909-07-06,93.13
"3296",1909-07-07,93.16
"3297",1909-07-08,93.04
"3298",1909-07-09,92.9
"3299",1909-07-12,93.4
"3300",1909-07-13,92.82
"3301",1909-07-14,93.06
"3302",1909-07-15,93.45
"3303",1909-07-16,94.09
"3304",1909-07-19,94.33
"3305",1909-07-20,94.68
"3306",1909-07-21,94.03
"3307",1909-07-22,94.19
