"","permno","date","bidlo","askhi","openprc","prc","vol"
"191",14593,2015-10-05,109.069999694824,111.36979675293,109.879997253418,110.779998779297,52064743
"192",14593,2015-10-06,109.764999389648,111.73999786377,110.629997253418,111.309997558594,49336315
"193",14593,2015-10-07,109.410003662109,111.769996643066,111.73999786377,110.779998779297,46774758
"194",14593,2015-10-08,108.209999084473,110.190002441406,110.190002441406,109.5,61979577
"195",14593,2015-10-09,109.48999786377,112.279998779297,110,112.120002746582,52766140
"196",14593,2015-10-12,111.440002441406,112.75,112.730003356934,111.599998474121,30467204
"197",14593,2015-10-13,110.680000305176,112.449996948242,110.819999694824,111.790000915527,33049256
"198",14593,2015-10-14,109.559997558594,111.519996643066,111.290000915527,110.209999084473,44467249
"199",14593,2015-10-15,110.48999786377,112.099998474121,110.930000305176,111.860000610352,37673465
"200",14593,2015-10-16,110.529998779297,112,111.779998779297,111.040000915527,39233810
"201",14593,2015-10-19,110.110000610352,111.75,110.800003051758,111.730003356934,29959503
"202",14593,2015-10-20,110.819999694824,114.169998168945,111.339996337891,113.769996643066,48967763
"203",14593,2015-10-21,113.699996948242,115.580001831055,114,113.76000213623,42330874
"204",14593,2015-10-22,114.099998474121,115.5,114.330001831055,115.5,41654089
"205",14593,2015-10-23,116.330001831055,119.227996826172,116.699996948242,119.080001831055,59367314
"206",14593,2015-10-26,114.919998168945,118.129997253418,118.080001831055,115.279998779297,66394339
"207",14593,2015-10-27,113.98999786377,116.540000915527,115.400001525879,114.550003051758,70091598
"208",14593,2015-10-28,116.059997558594,119.300003051758,116.930000305176,119.269996643066,85595372
"209",14593,2015-10-29,118.269996643066,120.690002441406,118.699996948242,120.529998779297,51227334
"210",14593,2015-10-30,119.449996948242,121.220001220703,120.98999786377,119.5,49365254
"211",14593,2015-11-02,119.610000610352,121.360000610352,119.870002746582,121.180000305176,32390719
"212",14593,2015-11-03,120.699996948242,123.48999786377,120.790000915527,122.569999694824,45530076
"213",14593,2015-11-04,121.620002746582,123.819999694824,123.129997253418,122,44986050
"214",14593,2015-11-05,120.180000305176,122.690002441406,121.849998474121,120.919998168945,39551080
"215",14593,2015-11-06,120.620002746582,121.809997558594,121.110000610352,121.059997558594,33076783
"216",14593,2015-11-09,120.050003051758,121.809997558594,120.959999084473,120.569999694824,33871508
"217",14593,2015-11-10,116.060997009277,118.069999694824,116.900001525879,116.769996643066,59328452
"218",14593,2015-11-11,115.209999084473,117.419998168945,116.370002746582,116.110000610352,45217971
"219",14593,2015-11-12,115.650001525879,116.819999694824,116.26000213623,115.720001220703,32525679
"220",14593,2015-11-13,112.269996643066,115.569999694824,115.199996948242,112.339996337891,45812403
"221",14593,2015-11-16,111,114.23999786377,111.379997253418,114.175003051758,38110523
"222",14593,2015-11-17,113.319999694824,115.050003051758,114.919998168945,113.690002441406,27618052
"223",14593,2015-11-18,115.5,117.48999786377,115.76000213623,117.290000915527,46675466
"224",14593,2015-11-19,116.76000213623,119.75,117.639999389648,118.779998779297,43321466
"225",14593,2015-11-20,118.849998474121,119.919998168945,119.199996948242,119.300003051758,34287496
"226",14593,2015-11-23,117.339996337891,119.730003356934,119.269996643066,117.75,33064013
"227",14593,2015-11-24,117.120002746582,119.349998474121,117.330001831055,118.879997253418,42803207
"228",14593,2015-11-25,117.919998168945,119.230003356934,119.209999084473,118.029998779297,21388308
"229",14593,2015-11-27,117.599998474121,118.410003662109,118.290000915527,117.809997558594,13046445
"230",14593,2015-11-30,117.75,119.410003662109,117.98999786377,118.300003051758,39180335
"231",14593,2015-12-01,116.860000610352,118.809997558594,118.75,117.339996337891,34852374
"232",14593,2015-12-02,116.080001831055,118.110000610352,117.050003051758,116.279998779297,33386665
"233",14593,2015-12-03,114.220001220703,116.790000915527,116.550003051758,115.199996948242,41569609
"234",14593,2015-12-04,115.110000610352,119.25,115.290000915527,119.029998779297,57776977
"235",14593,2015-12-07,117.809997558594,119.860000610352,118.980003356934,118.279998779297,32188282
"236",14593,2015-12-08,116.860000610352,118.599998474121,117.519996643066,118.230003356934,34309450
"237",14593,2015-12-09,115.080001831055,117.690002441406,117.639999389648,115.620002746582,46911357
"238",14593,2015-12-10,115.51000213623,116.940002441406,116.040000915527,116.169998168945,29212727
"239",14593,2015-12-11,112.850997924805,115.389999389648,115.190002441406,113.180000305176,46887061
"240",14593,2015-12-14,109.790000915527,112.680000305176,112.180000305176,112.480003356934,65003634
"241",14593,2015-12-15,110.349998474121,112.800003051758,111.940002441406,110.48999786377,53323105
"242",14593,2015-12-16,108.800003051758,111.98999786377,111.069999694824,111.339996337891,56305067
"243",14593,2015-12-17,108.980003356934,112.25,112.019996643066,108.980003356934,44772827
"244",14593,2015-12-18,105.809997558594,109.519996643066,108.910003662109,106.029998779297,96531327
"245",14593,2015-12-21,105.569999694824,107.370002746582,107.279998779297,107.330001831055,47590710
"246",14593,2015-12-22,106.450996398926,107.720001220703,107.400001525879,107.230003356934,32789367
"247",14593,2015-12-23,107.199996948242,108.849998474121,107.269996643066,108.610000610352,32846354
"248",14593,2015-12-24,107.949996948242,109,109,108.029998779297,13596740
"249",14593,2015-12-28,106.180702209473,107.690002441406,107.589996337891,106.819999694824,26704210
"250",14593,2015-12-29,106.860000610352,109.430000305176,106.959999084473,108.73999786377,30931374
"251",14593,2015-12-30,107.180000305176,108.699996948242,108.580001831055,107.319999694824,25363777
"252",14593,2015-12-31,104.819999694824,107.029998779297,107.01000213623,105.26000213623,40917316
"253",14593,2016-01-04,102,105.36799621582,102.610000610352,105.349998474121,69383612
"254",14593,2016-01-05,102.410003662109,105.849998474121,105.75,102.709999084473,55791042
"255",14593,2016-01-06,99.870002746582,102.370002746582,100.559997558594,100.699996948242,68487388
"256",14593,2016-01-07,96.4300003051758,100.129997253418,98.6800003051758,96.4499969482422,81466204
"257",14593,2016-01-08,96.7600021362305,99.1100006103516,98.5500030517578,96.9599990844727,70798746
"258",14593,2016-01-11,97.3399963378906,99.0599975585938,98.9700012207031,98.5299987792969,49739377
"259",14593,2016-01-12,98.8398971557617,100.690002441406,100.550003051758,99.9599990844727,49156327
"260",14593,2016-01-13,97.3000030517578,101.190002441406,100.319999694824,97.3899993896484,62447131
"261",14593,2016-01-14,95.7399978637695,100.480003356934,97.9599990844727,99.5199966430664,63170127
"262",14593,2016-01-15,95.3600006103516,97.7099990844727,96.1999969482422,97.129997253418,76013891
"263",14593,2016-01-19,95.5,98.6500015258789,98.4100036621094,96.6600036621094,53089747
"264",14593,2016-01-20,93.4199981689453,98.189697265625,95.0999984741211,96.7900009155273,72334416
"265",14593,2016-01-21,94.9400024414062,97.879997253418,97.0599975585938,96.3000030517578,52161853
"266",14593,2016-01-22,98.370002746582,101.459999084473,98.629997253418,101.419998168945,66193210
"267",14593,2016-01-25,99.2099990844727,101.529998779297,101.519996643066,99.4400024414062,51794525
"268",14593,2016-01-26,98.0699996948242,100.879997253418,99.9300003051758,99.9899978637695,75077030
"269",14593,2016-01-27,93.3399963378906,96.6288986206055,96.0400009155273,93.4199981689453,133374674
"270",14593,2016-01-28,92.3899993896484,94.5199966430664,93.7900009155273,94.0899963378906,55679325
"271",14593,2016-01-29,94.3499984741211,97.3399963378906,94.7900009155273,97.3399963378906,64416906
"272",14593,2016-02-01,95.4000015258789,96.7099990844727,96.4700012207031,96.4300003051758,40943541
"273",14593,2016-02-02,94.2799987792969,96.0400009155273,95.4199981689453,94.4800033569336,37357215
"274",14593,2016-02-03,94.0800018310547,96.8399963378906,95,96.3499984741211,46034194
"275",14593,2016-02-04,95.1900024414062,97.3300018310547,95.8600006103516,96.5999984741211,46472092
"276",14593,2016-02-05,93.6900024414062,96.9199981689453,96.5199966430664,94.0199966430664,46418064
"277",14593,2016-02-08,93.0400009155273,95.6999969482422,93.129997253418,95.0100021362305,54020975
"278",14593,2016-02-09,93.9300003051758,95.9400024414062,94.2900009155273,94.9899978637695,44331165
"279",14593,2016-02-10,94.0999984741211,96.3499984741211,95.9199981689453,94.2699966430664,42343609
"280",14593,2016-02-11,92.5899963378906,94.7200012207031,93.7900009155273,93.6999969482422,50074711
"281",14593,2016-02-12,93.0100021362305,94.5,94.1900024414062,93.9899978637695,40351481
"282",14593,2016-02-16,94.6100006103516,96.8499984741211,95.0199966430664,96.6399993896484,49057916
"283",14593,2016-02-17,96.1500015258789,98.2099990844727,96.6699981689453,98.120002746582,45016534
"284",14593,2016-02-18,96.0910034179688,98.8899993896484,98.8399963378906,96.2600021362305,39026159
"285",14593,2016-02-19,95.8000030517578,96.7599029541016,96,96.0400009155273,35871824
"286",14593,2016-02-22,95.9199981689453,96.9000015258789,96.3099975585938,96.879997253418,34280758
"287",14593,2016-02-23,94.5500030517578,96.5,96.4000015258789,94.6900024414062,31942743
"288",14593,2016-02-24,93.3199996948242,96.379997253418,93.9800033569336,96.0999984741211,36255745
"289",14593,2016-02-25,95.25,96.7600021362305,96.0500030517578,96.7600021362305,27592659
"290",14593,2016-02-26,96.5800018310547,98.0236968994141,97.1999969482422,96.9100036621094,28991131
"291",14593,2016-02-29,96.6500015258789,98.2300033569336,96.8600006103516,96.6900024414062,35216277
"292",14593,2016-03-01,97.4199981689453,100.769996643066,97.6500015258789,100.529998779297,50430198
"293",14593,2016-03-02,99.6399993896484,100.889999389648,100.51000213623,100.75,33169560
"294",14593,2016-03-03,100.449996948242,101.709899902344,100.580001831055,101.5,36964242
"295",14593,2016-03-04,101.370002746582,103.75,102.370002746582,103.01000213623,46115100
"296",14593,2016-03-07,100.959999084473,102.830001831055,102.389999389648,101.870002746582,35919450
"297",14593,2016-03-08,100.400001525879,101.76000213623,100.779998779297,101.029998779297,31561889
"298",14593,2016-03-09,100.269996643066,101.580001831055,101.309997558594,101.120002746582,27201683
"299",14593,2016-03-10,100.150001525879,102.23999786377,101.410003662109,101.169998168945,33513578
"300",14593,2016-03-11,101.5,102.279998779297,102.23999786377,102.26000213623,27411247
"301",14593,2016-03-14,101.779998779297,102.910003662109,101.910003662109,102.519996643066,25076062
"302",14593,2016-03-15,103.849998474121,105.180000305176,103.959999084473,104.580001831055,40067734
"303",14593,2016-03-16,104.589996337891,106.309997558594,104.610000610352,105.970001220703,38308093
"304",14593,2016-03-17,104.959999084473,106.470001220703,105.519996643066,105.800003051758,34420695
"305",14593,2016-03-18,105.190002441406,106.5,106.339996337891,105.919998168945,44205171
"306",14593,2016-03-21,105.140098571777,107.650001525879,105.930000305176,105.910003662109,35506183
"307",14593,2016-03-22,105.209999084473,107.290000915527,105.25,106.720001220703,32484879
"308",14593,2016-03-23,105.900001525879,107.069999694824,106.480003356934,106.129997253418,25702995
"309",14593,2016-03-24,104.889999389648,106.25,105.470001220703,105.669998168945,26132955
"310",14593,2016-03-28,105.059997558594,106.190002441406,106,105.190002441406,19411372
"311",14593,2016-03-29,104.879997253418,107.790000915527,104.889999389648,107.680000305176,31190083
"312",14593,2016-03-30,108.599998474121,110.419998168945,108.650001525879,109.559997558594,45601224
"313",14593,2016-03-31,108.879997253418,109.900001525879,109.720001220703,108.98999786377,25892093
